wavelength,quantum_efficiency
235.00178412132033, 38.23727272727272
234.55084745762719, 56.52234449760764
235.45272078501344, 52.33806220095693
234.55084745762719, 37.560047846889944
236.80553077609284, 39.01124401913874
237.7074041034791, 35.46790669856458
237.7074041034791, 19.976387559808607
237.25646743978598, 55.45813397129185
238.15834076717223, 53.98275119617223
238.15834076717223, 20.435933014354063
238.15834076717223, 37.46330143540669
238.7595896520964, 19.11373205741627
239.0602140945585, 54.97440191387558
240.4130240856379, 53.29343301435405
239.0602140945585, 42.63923444976076
239.0602140945585, 39.90614832535884
241.31489741302414, 35.431626794258364
241.31489741302414, 18.887990430621997
240.863960749331, 20.339186602870804
243.8702051739519, 54.700287081339695
244.02051739518294, 53.35389952153109
243.5695807314898, 48.976124401913864
244.02051739518294, 45.39650717703348
243.8702051739519, 41.236411483253576
243.5695807314898, 38.23727272727272
242.66770740410354, 31.271531100478462
244.02051739518294, 28.949617224880377
244.2459857270295, 26.748636363636358
244.17082961641398, 26.19234449760765
244.02051739518294, 24.40253588516746
244.02051739518294, 23.894617224880378
244.02051739518294, 21.75410287081339
244.9223907225692, 54.05531100478467
245.0125780553078, 44.55481339712917
244.9223907225692, 35.431626794258364
244.47145405887608, 32.38411483253588
243.5695807314898, 18.984736842105264
245.37332738626233, 46.702583732057406
244.9223907225692, 46.1462918660287
244.9223907225692, 33.012966507177026
245.37332738626233, 20.677799043062194
244.47145405887608, 18.59775119617224
245.37332738626233, 48.54076555023922
245.37332738626233, 47.911913875598074
245.37332738626233, 47.52492822966506
245.37332738626233, 43.75181818181817
245.37332738626233, 41.76851674641147
245.37332738626233, 33.399952153110036
245.37332738626233, 31.706889952153098
245.37332738626233, 24.88626794258372
247.47769848349694, 54.71641148325357
246.2752007136486, 49.16961722488037
247.62801070472798, 45.39650717703348
246.72613737734173, 43.268086124401904
247.62801070472798, 28.949617224880377
247.62801070472798, 26.84538277511961
246.2752007136486, 26.047224880382764
247.62801070472798, 21.79038277511961
247.17707404103487, 53.32971291866028
248.52988403211424, 35.431626794258364
248.0789473684211, 55.071148325358834
248.0789473684211, 36.68933014354066
249.88269402319364, 50.33057416267941
250.33363068688675, 20.822918660287073
250.7845673505799, 54.74866028708133
249.88269402319364, 47.428181818181805
251.23550401427303, 45.39650717703348
250.7845673505799, 43.46157894736841
249.88269402319364, 40.5591866028708
251.23550401427303, 28.949617224880377
251.23550401427303, 26.821196172248797
251.23550401427303, 21.79038277511961
252.1373773416593, 35.431626794258364
253.03925066904554, 55.45813397129185
252.1373773416593, 54.12787081339712
251.68644067796617, 44.574162679425825
251.68644067796617, 44.18717703349281
251.68644067796617, 43.8001913875598
251.68644067796617, 24.450909090909086
252.1373773416593, 24.015550239234443
252.1373773416593, 23.5801913875598
253.1895628902766, 20.37143540669856
252.58831400535243, 18.984736842105264
251.68644067796617, 18.59775119617224
253.49018733273869, 49.75009569377989
254.84299732381808, 45.39650717703348
254.84299732381808, 28.97380382775119
254.84299732381808, 26.821196172248797
253.94112399643183, 21.79038277511961
255.74487065120434, 43.32855263157894
255.74487065120434, 35.431626794258364
255.2939339875112, 55.45813397129185
256.6467439785906, 47.70632775119616
255.2939339875112, 41.8168899521531
256.6467439785906, 40.994545454545445
256.79705619982167, 22.709473684210522
257.54861730597685, 53.91019138755979
257.54861730597685, 44.67090909090908
257.99955396967, 54.71641148325357
257.99955396967, 45.39650717703348
257.99955396967, 29.28822966507176
257.99955396967, 26.821196172248797
257.99955396967, 21.838755980861237
257.99955396967, 20.258564593301422
258.45049063336313, 48.61332535885166
257.99955396967, 44.332296650717694
257.99955396967, 35.81861244019138
258.45049063336313, 35.431626794258364
258.45049063336313, 29.94126794258372
258.45049063336313, 24.61215311004785
258.45049063336313, 23.749497607655492
258.45049063336313, 19.154043062200955
258.9014272970563, 55.45813397129185
258.9014272970563, 53.42645933014353
258.9014272970563, 50.040334928229655
258.9014272970563, 49.65334928229664
258.9014272970563, 47.766794258373196
258.9014272970563, 43.60669856459329
